GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.ps.dsc.events,DSCCommentBeginResource,144,14,10,0,22,3,11,2,6,2
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.ps.dsc.events,AbstractResourcesDSCComment.__CLR4_4_1errerrlde03a4q.new InvocationHandler() {...},39,0,2,0,1,0,3,0,2,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.ps.dsc.events,AbstractResourceDSCComment,290,103,54,6,27,16,34,3,4,3
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.ps.dsc.events,DSCCommentDocumentSuppliedResources.__CLR4_4_1exbexblde03a6o,93,35,1,1,0,1,3,1,2,1
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.ps.dsc.events,DSCAtend.__CLR4_4_1eu6eu6lde03a56,128,0,2,0,1,0,4,0,3,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.ps.dsc.events,DSCCommentBoundingBox,132,103,10,0,18,18,9,5,4,5
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.ps.dsc.events,PostScriptLine.__CLR4_4_1f1vf1vlde03a9v,93,35,1,1,0,1,3,1,2,1
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.ps.dsc.events,DSCAtend.__CLR4_4_1eu6eu6lde03a56.new InvocationHandler() {...},39,0,2,0,1,0,3,0,2,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.ps.dsc.events,AbstractEvent.__CLR4_4_1eq5eq5lde03a4b.new InvocationHandler() {...},39,0,2,0,1,0,3,0,2,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.ps.dsc.events,PostScriptComment.__CLR4_4_1f1hf1hlde03a9o,93,35,1,1,0,1,3,1,2,1
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.ps.dsc.events,DSCCommentDocumentSuppliedResources.__CLR4_4_1exbexblde03a6o.new InvocationHandler() {...},39,0,2,0,1,0,3,0,2,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.ps.dsc.events,AbstractDSCComment.__CLR4_4_1endendlde03a4b,93,35,1,1,0,1,3,1,2,1
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.ps.dsc.events,DSCHeaderComment,62,29,0,0,12,7,4,3,4,3
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.ps.dsc.events,DSCCommentEndOfFile,25,36,0,0,6,9,2,5,2,5
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.ps.dsc.events,DSCCommentHiResBoundingBox.__CLR4_4_1exxexxlde03a74.new InvocationHandler() {...},39,0,2,0,1,0,3,0,2,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.ps.dsc.events,DSCCommentBeginResource.__CLR4_4_1evvevvlde03a5t,93,35,1,1,0,1,3,1,2,1
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.ps.dsc.events,DSCCommentEndComments,25,24,0,0,6,6,2,4,2,4
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.ps.dsc.events,DSCCommentDocumentSuppliedResources,24,14,0,0,5,3,2,2,2,2
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.ps.dsc.events,DSCCommentPage.__CLR4_4_1eyweywlde03a7z,128,0,2,0,1,0,4,0,3,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.ps.dsc.events,DSCCommentBeginDocument.__CLR4_4_1eujeujlde03a5t,128,0,2,0,1,0,4,0,3,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.ps.dsc.events,AbstractResourceDSCComment.__CLR4_4_1eqheqhlde03a4q.new InvocationHandler() {...},39,0,2,0,1,0,3,0,2,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.ps.dsc.events,DSCCommentTitle.__CLR4_4_1f0qf0qlde03a8v.new InvocationHandler() {...},39,0,2,0,1,0,3,0,2,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.ps.dsc.events,DSCCommentBeginDocument.__CLR4_4_1eujeujlde03a5t.new InvocationHandler() {...},39,0,2,0,1,0,3,0,2,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.ps.dsc.events,PostScriptComment,41,71,7,5,4,14,6,6,1,5
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.ps.dsc.events,DSCCommentPageHiResBoundingBox,38,0,0,0,8,0,4,0,4,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.ps.dsc.events,DSCCommentHiResBoundingBox.__CLR4_4_1exxexxlde03a74,93,35,1,1,0,1,3,1,2,1
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.ps.dsc.events,DSCCommentDocumentNeededResources,38,0,0,0,8,0,4,0,4,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.ps.dsc.events,DSCCommentPageResources.__CLR4_4_1f01f01lde03a8f,128,0,2,0,1,0,4,0,3,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.ps.dsc.events,AbstractResourceDSCComment.__CLR4_4_1eqheqhlde03a4q,93,35,1,1,0,1,3,1,2,1
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.ps.dsc.events,DSCCommentPages,112,32,10,0,19,8,11,3,6,3
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.ps.dsc.events,DSCCommentEndComments.__CLR4_4_1exhexhlde03a6o.new InvocationHandler() {...},39,0,2,0,1,0,3,0,2,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.ps.dsc.events,DSCCommentLanguageLevel.__CLR4_4_1eyfeyflde03a7k.new InvocationHandler() {...},39,0,2,0,1,0,3,0,2,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.ps.dsc.events,DSCCommentBeginResource.__CLR4_4_1evvevvlde03a5t.new InvocationHandler() {...},39,0,2,0,1,0,3,0,2,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.ps.dsc.events,DSCCommentPageResources,38,0,0,0,8,0,4,0,4,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.ps.dsc.events,DSCCommentTitle.__CLR4_4_1f0qf0qlde03a8v,93,35,1,1,0,1,3,1,2,1
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.ps.dsc.events,DSCCommentPageResources.__CLR4_4_1f01f01lde03a8f.new InvocationHandler() {...},39,0,2,0,1,0,3,0,2,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.ps.dsc.events,DSCCommentBeginDocument,363,0,52,0,47,0,37,0,11,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.ps.dsc.events,DSCCommentDocumentNeededResources.__CLR4_4_1ex5ex5lde03a6o,128,0,2,0,1,0,4,0,3,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.ps.dsc.events,DSCAtend,88,0,0,0,21,0,8,0,8,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.ps.dsc.events,AbstractEvent.__CLR4_4_1eq5eq5lde03a4b,93,35,1,1,0,1,3,1,2,1
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.ps.dsc.events,PostScriptComment.__CLR4_4_1f1hf1hlde03a9o.new InvocationHandler() {...},39,0,2,0,1,0,3,0,2,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.ps.dsc.events,AbstractResourcesDSCComment,408,291,87,27,39,40,60,7,5,5
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.ps.dsc.events,DSCCommentLanguageLevel.__CLR4_4_1eyfeyflde03a7k,93,35,1,1,0,1,3,1,2,1
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.ps.dsc.events,DSCCommentIncludeResource.__CLR4_4_1ey9ey9lde03a7k.new InvocationHandler() {...},39,0,2,0,1,0,3,0,2,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.ps.dsc.events,UnparsedDSCComment.__CLR4_4_1f27f27lde03aa2.new InvocationHandler() {...},39,0,2,0,1,0,3,0,2,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.ps.dsc.events,DSCCommentIncludeResource,38,0,0,0,8,0,4,0,4,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.ps.dsc.events,DSCCommentPageHiResBoundingBox.__CLR4_4_1ezvezvlde03a8f,128,0,2,0,1,0,4,0,3,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.ps.dsc.events,DSCCommentHiResBoundingBox,98,26,10,0,11,6,7,3,2,3
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.ps.dsc.events,DSCCommentIncludeResource.__CLR4_4_1ey9ey9lde03a7k,128,0,2,0,1,0,4,0,3,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.ps.dsc.events,DSCCommentTitle,66,38,0,0,15,8,5,3,5,3
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.ps.dsc.events,DSCCommentPageBoundingBox.__CLR4_4_1ezpezplde03a7z,128,0,2,0,1,0,4,0,3,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.ps.dsc.events,DSCCommentPages.__CLR4_4_1f07f07lde03a8f,93,35,1,1,0,1,3,1,2,1
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.ps.dsc.events,AbstractEvent,54,30,0,0,12,7,4,4,4,4
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.util.uri,CommonURIResolver,52,162,12,10,9,26,11,6,1,5
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.util.uri,DataURLUtil,11,101,4,6,2,15,5,4,1,3
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.util.uri,DataURLUtil.__CLR4_4_1gcsgcslde03al0,93,35,1,1,0,1,3,1,2,1
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.util.uri,CommonURIResolver.DefaultInstanceHolder,0,5,0,0,0,1,0,1,0,1
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.util.uri,DataURIResolver.__CLR4_4_1gbwgbwlde03akk,93,35,1,1,0,1,3,1,2,1
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.util.uri,CommonURIResolver.__CLR4_4_1gb6gb6lde03ak5,93,35,1,1,0,1,3,1,2,1
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.util.uri,DataURIResolver.__CLR4_4_1gbwgbwlde03akk.new InvocationHandler() {...},39,0,2,0,1,0,3,0,2,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.util.uri,DataURIResolver,39,218,12,18,8,28,12,7,0,4
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.util.uri,CommonURIResolver.__CLR4_4_1gb6gb6lde03ak5.new InvocationHandler() {...},39,0,2,0,1,0,3,0,2,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.util.uri,DataURLUtil.__CLR4_4_1gcsgcslde03al0.new InvocationHandler() {...},39,0,2,0,1,0,3,0,2,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.util.io,SubInputStream.__CLR4_4_1ga1ga1lde03ak5,93,35,1,1,0,1,3,1,2,1
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.util.io,FlateEncodeOutputStream.__CLR4_4_1g6ug6ulde03ajp.new InvocationHandler() {...},39,0,2,0,1,0,3,0,2,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.util.io,ASCII85OutputStream.__CLR4_4_1fwjfwjlde03ahj,93,35,1,1,0,1,3,1,2,1
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.util.io,ASCII85InputStream.__CLR4_4_1ftjftjlde03ag8,93,35,1,1,0,1,3,1,2,1
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.util.io,ASCIIHexOutputStream,254,0,40,0,32,0,26,0,6,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.util.io,SubInputStream,89,226,29,21,8,28,24,8,1,6
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.util.io,RunLengthEncodeOutputStream.__CLR4_4_1g74g74lde03ajp.new InvocationHandler() {...},39,0,2,0,1,0,3,0,2,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.util.io,SubInputStream.__CLR4_4_1ga1ga1lde03ak5.new InvocationHandler() {...},39,0,2,0,1,0,3,0,2,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.util.io,RunLengthEncodeOutputStream,897,0,125,0,95,0,72,0,7,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.util.io,Base64DecodeStream,173,771,79,89,16,73,72,20,4,4
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.util.io,ASCII85InputStream.__CLR4_4_1ftjftjlde03ag8.new InvocationHandler() {...},39,0,2,0,1,0,3,0,2,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.util.io,ASCII85OutputStream.__CLR4_4_1fwjfwjlde03ahj.new InvocationHandler() {...},39,0,2,0,1,0,3,0,2,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.util.io,ASCIIHexOutputStream.__CLR4_4_1fzcfzclde03ahy.new InvocationHandler() {...},39,0,2,0,1,0,3,0,2,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.util.io,Base64DecodeStream.__CLR4_4_1g0bg0blde03aie,93,35,1,1,0,1,3,1,2,1
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.util.io,Base64DecodeStream.__CLR4_4_1g0bg0blde03aie.new InvocationHandler() {...},39,0,2,0,1,0,3,0,2,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.util.io,Base64EncodeStream.__CLR4_4_1g39g39lde03aj9.new InvocationHandler() {...},39,0,2,0,1,0,3,0,2,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.util.io,RunLengthEncodeOutputStream.__CLR4_4_1g74g74lde03ajp,128,0,2,0,1,0,4,0,3,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.util.io,Base64EncodeStream.__CLR4_4_1g39g39lde03aj9,93,35,1,1,0,1,3,1,2,1
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.util.io,FlateEncodeOutputStream.__CLR4_4_1g6ug6ulde03ajp,93,35,1,1,0,1,3,1,2,1
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.util.io,ASCII85OutputStream,162,817,84,74,6,73,69,20,0,10
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.util.io,ASCII85InputStream,140,722,83,96,5,79,73,26,0,6
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.util.io,FlateEncodeOutputStream,11,60,7,3,0,10,5,3,0,3
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.util.io,ASCIIHexOutputStream.__CLR4_4_1fzcfzclde03ahy,128,0,2,0,1,0,4,0,3,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.util.io,ASCII85Constants,0,42,0,0,0,3,0,1,0,1
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.util.io,Base64EncodeStream,178,1145,66,54,20,107,55,17,3,7
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.xmp.schemas.pdf,AdobePDFAdapter,66,46,0,0,15,9,5,4,5,4
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.xmp.schemas.pdf,PDFUAAdapter,47,0,0,0,9,0,4,0,4,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.xmp.schemas.pdf,PDFAXMPSchema.__CLR4_4_1hb8hb8lde03aqn,93,35,1,1,0,1,3,1,2,1
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.xmp.schemas.pdf,XAPMMAdapter.__CLR4_4_1hc8hc8lde03ary.new InvocationHandler() {...},39,0,2,0,1,0,3,0,2,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.xmp.schemas.pdf,PDFVTAdapter.__CLR4_4_1hbqhbqlde03ar3.new InvocationHandler() {...},39,0,2,0,1,0,3,0,2,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.xmp.schemas.pdf,XAPMMXMPSchema.__CLR4_4_1hcihcilde03ary,93,35,1,1,0,1,3,1,2,1
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.xmp.schemas.pdf,XAPMMAdapter,70,0,0,0,15,0,6,0,6,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.xmp.schemas.pdf,PDFXAdapter.__CLR4_4_1hc0hc0lde03ari,128,0,2,0,1,0,4,0,3,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.xmp.schemas.pdf,PDFAXMPSchema,28,20,0,0,6,4,2,2,2,2
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.xmp.schemas.pdf,PDFUAXMPSchema.__CLR4_4_1hbkhbklde03ar3.new InvocationHandler() {...},39,0,2,0,1,0,3,0,2,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.xmp.schemas.pdf,PDFAAdapter.__CLR4_4_1hauhaulde03aqn.new InvocationHandler() {...},39,0,2,0,1,0,3,0,2,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.xmp.schemas.pdf,PDFVTXMPSchema.__CLR4_4_1hbwhbwlde03ari,93,35,1,1,0,1,3,1,2,1
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.xmp.schemas.pdf,PDFAAdapter,101,0,0,0,21,0,8,0,8,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.xmp.schemas.pdf,PDFVTAdapter,44,0,0,0,9,0,4,0,4,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.xmp.schemas.pdf,XAPMMXMPSchema,16,16,0,0,3,3,1,2,1,2
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.xmp.schemas.pdf,PDFVTXMPSchema.__CLR4_4_1hbwhbwlde03ari.new InvocationHandler() {...},39,0,2,0,1,0,3,0,2,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.xmp.schemas.pdf,AdobePDFSchema.__CLR4_4_1haohaolde03aqn.new InvocationHandler() {...},39,0,2,0,1,0,3,0,2,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.xmp.schemas.pdf,XAPMMAdapter.__CLR4_4_1hc8hc8lde03ary,128,0,2,0,1,0,4,0,3,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.xmp.schemas.pdf,AdobePDFSchema,12,36,0,0,3,7,1,3,1,3
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.xmp.schemas.pdf,PDFXXMPSchema.__CLR4_4_1hc4hc4lde03ary,93,35,1,1,0,1,3,1,2,1
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.xmp.schemas.pdf,AdobePDFSchema.__CLR4_4_1haohaolde03aqn,93,35,1,1,0,1,3,1,2,1
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.xmp.schemas.pdf,PDFUAXMPSchema.__CLR4_4_1hbkhbklde03ar3,93,35,1,1,0,1,3,1,2,1
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.xmp.schemas.pdf,PDFAAdapter.__CLR4_4_1hauhaulde03aqn,128,0,2,0,1,0,4,0,3,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.xmp.schemas.pdf,AdobePDFAdapter.__CLR4_4_1ha8ha8lde03aq7.new InvocationHandler() {...},39,0,2,0,1,0,3,0,2,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.xmp.schemas.pdf,XAPMMXMPSchema.__CLR4_4_1hcihcilde03ary.new InvocationHandler() {...},39,0,2,0,1,0,3,0,2,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.xmp.schemas.pdf,PDFVTXMPSchema,16,16,0,0,3,3,1,2,1,2
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.xmp.schemas.pdf,PDFXXMPSchema,16,16,0,0,3,3,1,2,1,2
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.xmp.schemas.pdf,PDFXAdapter,31,0,0,0,6,0,3,0,3,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.xmp.schemas.pdf,AdobePDFAdapter.__CLR4_4_1ha8ha8lde03aq7,93,35,1,1,0,1,3,1,2,1
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.xmp.schemas.pdf,PDFXAdapter.__CLR4_4_1hc0hc0lde03ari.new InvocationHandler() {...},39,0,2,0,1,0,3,0,2,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.xmp.schemas.pdf,PDFUAAdapter.__CLR4_4_1hbehbelde03aqn,128,0,2,0,1,0,4,0,3,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.xmp.schemas.pdf,PDFUAAdapter.__CLR4_4_1hbehbelde03aqn.new InvocationHandler() {...},39,0,2,0,1,0,3,0,2,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.xmp.schemas.pdf,PDFVTAdapter.__CLR4_4_1hbqhbqlde03ar3,128,0,2,0,1,0,4,0,3,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.xmp.schemas.pdf,PDFXXMPSchema.__CLR4_4_1hc4hc4lde03ary.new InvocationHandler() {...},39,0,2,0,1,0,3,0,2,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.xmp.schemas.pdf,PDFUAXMPSchema,28,20,0,0,6,4,2,2,2,2
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.xmp.schemas.pdf,PDFAXMPSchema.__CLR4_4_1hb8hb8lde03aqn.new InvocationHandler() {...},39,0,2,0,1,0,3,0,2,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image.writer,ImageWriterRegistry.__CLR4_4_1an7an7lde039e3.new InvocationHandler() {...},39,0,2,0,1,0,3,0,2,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image.writer,ResolutionUnit.__CLR4_4_1apxapxlde039ez.new InvocationHandler() {...},39,0,2,0,1,0,3,0,2,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image.writer,ImageWriterUtil.__CLR4_4_1apkapklde039ej,128,0,2,0,1,0,4,0,3,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image.writer,AbstractImageWriter.__CLR4_4_1algalglde039do.new InvocationHandler() {...},39,0,2,0,1,0,3,0,2,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image.writer,ImageWriterUtil,88,0,0,0,18,0,5,0,5,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image.writer,AbstractImageWriter.__CLR4_4_1algalglde039do,93,35,1,1,0,1,3,1,2,1
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image.writer,ImageWriterParams.__CLR4_4_1alwalwlde039e3,93,35,1,1,0,1,3,1,2,1
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image.writer,Endianness.__CLR4_4_1almalmlde039do,128,0,2,0,1,0,4,0,3,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image.writer,ImageWriterParams,176,170,25,1,28,40,22,13,9,13
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image.writer,ImageWriterRegistry.__CLR4_4_1an7an7lde039e3,93,35,1,1,0,1,3,1,2,1
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image.writer,ResolutionUnit.__CLR4_4_1apxapxlde039ez,93,35,1,1,0,1,3,1,2,1
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image.writer,ImageWriterUtil.__CLR4_4_1apkapklde039ej.new InvocationHandler() {...},39,0,2,0,1,0,3,0,2,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image.writer,ImageWriterParams.__CLR4_4_1alwalwlde039e3.new InvocationHandler() {...},39,0,2,0,1,0,3,0,2,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image.writer,ResolutionUnit,16,124,0,2,3,20,1,5,1,4
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image.writer,Endianness.__CLR4_4_1almalmlde039do.new InvocationHandler() {...},39,0,2,0,1,0,3,0,2,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image.writer,Endianness,91,36,22,0,7,5,12,1,1,1
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image.writer,AbstractImageWriter,25,18,0,0,6,4,2,3,2,3
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image.writer,ImageWriterRegistry,107,573,54,60,9,72,49,18,1,9
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image.loader.pipeline,ImageConversionEdge.__CLR4_4_19bc9bclde0395u.new InvocationHandler() {...},39,0,2,0,1,0,3,0,2,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image.loader.pipeline,ImageProviderPipeline,303,997,137,133,15,109,119,30,2,12
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image.loader.pipeline,ImageRepresentation.__CLR4_4_19g59g5lde0396a.new InvocationHandler() {...},39,0,2,0,1,0,3,0,2,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image.loader.pipeline,PipelineFactory,143,959,76,90,5,113,66,26,0,9
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image.loader.pipeline,ImageProviderPipeline.__CLR4_4_19bp9bplde0396a.new InvocationHandler() {...},39,0,2,0,1,0,3,0,2,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image.loader.pipeline,PipelineFactory.__CLR4_4_19gn9gnlde0396q.new InvocationHandler() {...},39,0,2,0,1,0,3,0,2,0
